user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Personalizing	Should statements
D1022	7	0	52	0	1	6	0	1	4	2	5	5
D0980	97	0	561	0	10	83	1	47	9	18	7	187
D1144	5	0	48	1	1	4	0	0	0	4	2	3
D1120	17	0	124	2	4	10	0	13	1	3	23	18
D0950	22	1	181	1	2	38	0	9	5	11	20	35
D0458	105	4	462	1	11	65	0	30	10	16	24	105
D0650	105	0	293	0	4	20	1	14	3	16	12	72
D0501	62	1	405	3	8	41	0	37	10	22	15	55
D0613	40	0	284	0	2	45	0	18	8	4	16	44
D0536	20	0	161	1	3	19	0	15	5	7	13	14
D0839	33	0	210	1	3	29	1	6	1	8	9	44
D0808	8	0	71	0	2	7	0	6	2	2	5	9
D0908	13	0	165	0	1	29	0	57	3	3	2	34
D0564	59	0	313	0	7	44	1	14	7	24	15	70
D0955	36	0	206	0	7	15	0	17	5	12	36	33
D0982	3	0	37	0	0	6	0	0	2	0	3	4
D1116	1	0	12	0	1	0	0	0	1	2	1	4
D1099	0	0	46	1	0	3	0	1	0	3	1	5
D0894	66	0	385	1	7	45	0	49	7	12	9	74
D0819	8	0	120	0	3	4	1	11	9	3	5	28
D0942	31	1	326	0	2	65	1	14	4	2	14	50
D0486	28	1	272	0	0	57	0	16	1	14	8	36
D0806	51	0	435	2	6	33	1	33	6	32	25	102
D0811	9	0	104	0	2	25	1	9	5	19	9	38
D0191	47	0	561	0	1	92	0	85	5	104	24	50
D0537	38	0	262	2	2	45	0	10	2	13	16	35
D0786	7	0	53	0	1	3	0	1	0	3	3	7
D0822	17	1	262	1	1	12	1	22	11	4	7	28
D0547	212	3	821	1	10	106	4	213	22	44	16	380
D0520	47	0	313	3	2	37	0	21	3	21	11	48
D0682	20	0	134	0	1	18	0	9	2	3	5	15
D0859	33	0	218	0	1	40	0	11	5	11	7	52
D0604	61	2	383	1	5	62	1	27	21	20	76	105
D0489	30	0	183	0	1	24	2	27	5	4	14	42
D0508	23	1	188	0	0	38	0	23	1	7	2	40
D1191	37	0	174	1	3	6	1	13	0	14	29	36
D0504	2	1	108	0	2	39	0	2	0	4	2	4
D0502	53	1	292	0	7	25	0	15	13	11	1	90
D0671	40	0	245	1	2	52	0	20	8	15	21	31
D1142	16	0	74	0	2	8	0	5	0	5	4	9
D0761	20	0	109	0	0	15	0	9	0	3	1	46
D0667	5	0	16	0	0	3	0	2	1	1	1	3
D0991	45	0	245	1	3	36	1	24	7	6	10	102
D0316	17	0	150	0	1	14	0	4	4	8	14	24
D0367	7	0	82	0	0	16	0	3	3	3	5	8
D0532	12	0	63	0	0	10	0	2	1	0	5	17
D1088	13	0	126	0	0	14	0	27	4	3	4	19
D0809	59	2	314	0	9	32	0	55	13	7	3	119
D0888	20	2	137	0	1	10	0	13	3	7	5	17
D1044	27	0	223	0	1	25	0	10	7	13	17	18
D0610	38	0	311	0	2	48	0	11	4	10	10	71
D0976	14	0	128	2	0	12	0	9	6	4	15	22
D0903	24	1	82	0	0	4	0	2	0	3	0	16
D0943	93	0	469	4	13	58	0	39	17	18	15	104
D0468	33	2	552	0	0	72	0	54	6	10	6	70
D1065	2	0	7	0	1	0	0	3	0	1	0	0
D1019	11	0	70	0	0	10	0	6	3	5	1	22
D0874	35	2	306	1	7	43	1	24	13	38	33	165
D0963	40	0	253	2	1	32	0	17	5	11	13	26
D0854	43	2	454	0	1	56	1	37	18	15	24	87
D0499	87	0	351	4	1	53	0	32	10	26	28	75
D0961	42	2	279	0	4	38	0	24	4	11	5	79
D1194	4	1	26	0	0	3	0	4	0	1	1	8
D0668	0	0	1	0	0	1	0	0	0	0	0	0
D1202	1	0	4	0	0	0	0	0	0	1	0	0
D0746	23	0	169	0	0	18	0	11	2	4	5	21
D0941	47	0	564	4	1	88	0	8	12	29	39	106
D0644	24	0	268	0	1	38	0	31	8	9	5	37
D1190	4	0	17	0	0	5	0	0	0	0	0	5
D0718	48	0	378	1	13	69	0	14	8	9	38	48
D0590	26	0	252	1	2	28	0	23	11	16	28	43
D0589	73	0	204	0	3	22	0	15	7	4	3	47
D0106	90	1	870	2	5	67	0	56	29	42	61	104
D0959	32	1	355	2	4	42	0	38	5	4	15	43
D0549	25	0	159	0	3	15	0	12	4	9	12	30
D0515	50	0	300	0	0	44	0	19	3	29	11	34
D0483	31	0	204	0	4	38	2	18	12	11	6	51
D0646	104	1	564	0	10	40	1	97	11	19	52	113
D0516	107	4	814	0	5	57	0	118	27	20	20	230
D1031	18	0	177	0	0	22	1	11	2	12	10	24
D1186	1	0	7	0	0	1	0	0	0	0	0	0
D0945	26	0	276	0	3	13	0	16	5	5	8	44
D0823	30	1	237	1	4	26	0	18	4	3	13	41
D0788	5	0	68	0	0	6	0	2	2	1	0	11
D0817	85	0	460	1	7	34	1	39	15	7	18	130
D0938	13	0	84	0	0	21	0	4	2	3	1	13
D0994	16	0	84	0	1	2	0	3	2	3	6	28
D0594	51	3	267	2	2	17	1	26	15	15	19	53
D0876	12	0	62	1	0	8	0	3	0	9	4	16
D1201	46	1	291	1	4	22	0	12	6	25	7	42
D0901	36	0	157	0	5	22	1	15	7	6	3	26
D0892	16	0	61	0	1	7	0	9	1	9	3	21
D1064	172	1	727	1	9	92	1	26	27	22	16	89
D0588	26	0	218	1	1	14	0	24	4	10	4	19
D0648	38	2	145	0	2	9	0	7	4	2	3	40
D0584	28	0	187	0	1	25	0	48	3	2	3	59
D0813	66	0	395	1	4	38	0	31	5	9	11	93
D0221	30	0	135	0	0	13	0	4	6	3	2	43
D0663	28	0	211	0	1	25	0	11	7	4	6	36
D0951	9	0	52	0	0	10	1	7	1	4	4	17
D0947	9	0	71	1	1	6	0	7	0	4	1	32
D0983	24	0	272	2	3	29	0	19	5	20	8	35
D0557	21	0	206	0	3	32	0	27	5	4	6	30
D0469	17	0	117	1	2	10	0	8	2	8	8	18
D0598	10	0	111	0	0	7	1	11	1	5	4	10
D0218	101	1	606	3	2	50	3	43	10	30	86	78
D0796	72	0	445	1	2	59	0	42	11	11	10	51
D0543	63	0	271	0	5	20	0	24	10	17	9	62
D0981	0	0	9	0	0	0	0	0	0	0	0	3
D0940	29	0	330	0	2	25	1	18	12	11	9	34
D0428	1	0	7	0	3	1	0	0	3	0	0	0
D0559	30	0	228	0	1	57	1	24	8	4	20	44
D0832	10	0	61	0	1	6	0	5	1	4	0	12
D0910	16	0	158	0	2	22	0	17	0	17	16	32
D1175	50	0	223	2	4	52	0	20	5	14	10	39
D0707	80	1	599	2	2	70	1	23	15	45	16	98
D1082	57	2	248	0	1	23	0	30	6	12	24	49
D0597	5	0	102	0	1	26	0	9	2	5	0	17
D0507	72	0	479	0	11	60	0	48	12	14	7	120
D1117	8	0	43	0	0	5	0	6	1	1	0	22
D0820	12	0	145	0	2	10	1	25	4	1	5	35
D0757	85	0	416	1	3	95	1	23	12	25	26	104
D0804	104	2	598	1	5	120	0	23	16	29	9	96
D1040	46	0	374	0	6	25	1	18	5	19	21	52
D1185	21	0	100	2	0	15	0	9	3	9	14	29
D0470	42	0	461	0	3	35	1	19	22	54	10	54
D1093	10	0	58	0	0	4	0	5	1	5	1	8
D1077	22	0	165	0	0	7	0	12	5	8	2	35
D0862	20	1	176	0	2	24	0	17	7	10	24	40
D0815	50	0	270	0	5	15	1	15	12	18	15	68
D0481	88	0	443	3	13	48	0	44	3	29	38	86
D1193	57	1	428	2	3	49	0	28	6	16	32	53
D1067	148	1	361	0	5	24	1	57	16	38	5	112
D0825	40	0	403	4	3	42	0	27	8	22	23	46
D0611	49	0	241	0	3	44	0	35	4	8	4	63
D0657	76	0	465	0	13	69	0	27	8	16	26	141
D0701	14	0	187	0	0	25	0	11	3	11	8	10
D0805	53	0	345	0	1	63	0	15	5	14	7	67
D0742	17	0	94	0	0	12	0	15	5	4	4	31
D0956	33	0	286	0	1	45	2	13	5	5	12	28
D0579	1	0	32	0	0	4	0	2	1	1	0	4
D0794	31	0	213	0	3	34	0	18	6	8	1	27
D0463	68	0	262	1	1	39	0	21	5	7	4	44
D0948	8	1	52	0	0	7	0	5	3	3	1	11
D1141	29	0	283	0	5	42	0	26	7	13	28	41
D0866	0	0	1	0	0	0	0	0	0	0	0	2
D0567	78	1	590	0	8	71	0	21	9	21	16	61
D1006	3	0	84	2	2	11	0	1	1	3	0	8
D0769	7	0	100	0	0	29	0	3	5	3	11	33
D1124	1	0	17	0	0	0	0	1	0	1	0	3
D0636	29	0	260	0	0	37	0	17	9	11	31	26
D0555	22	1	183	1	5	26	0	6	6	5	4	20
D0740	25	0	223	0	0	46	1	45	4	7	6	35
D0831	32	0	225	0	2	23	0	22	3	13	8	48
D0645	15	0	172	0	2	46	0	13	1	17	5	18
D0490	11	0	102	0	7	13	0	6	5	3	6	47
D0479	12	0	122	1	1	13	1	18	3	14	17	18
D1149	36	0	203	0	1	34	1	18	5	6	16	39
D0551	41	0	351	0	3	40	2	23	5	15	43	65
D0868	36	0	154	2	4	23	0	11	5	3	4	70
D0615	17	0	195	0	1	20	0	4	2	6	12	33
D0933	64	1	310	5	2	51	0	29	1	24	40	62
D0765	21	0	219	4	1	20	0	8	2	11	15	28
D1205	71	1	540	3	3	106	0	49	14	46	76	107
D0915	31	0	99	0	1	18	1	6	3	2	12	23
D0576	48	1	347	0	4	52	1	29	4	16	23	83
D0821	9	1	181	0	3	57	0	9	0	6	5	32
D0935	32	0	334	0	3	23	0	21	8	8	6	27
D0729	36	1	220	0	1	31	1	20	21	11	19	51
D0875	33	1	267	0	4	55	0	17	2	14	28	37
D0923	6	0	38	0	0	4	0	3	1	0	3	10
D1182	5	0	68	0	2	7	1	6	1	9	0	14
D0673	50	0	399	2	2	69	0	19	6	14	23	61
D0946	21	0	192	0	2	42	0	9	1	11	6	28
D0328	34	0	172	1	2	33	0	13	4	17	14	30
D0352	5	0	25	0	0	2	0	0	1	0	0	0
D1183	19	1	175	0	0	30	1	8	8	10	13	43
D0676	88	0	278	0	1	35	0	28	6	11	8	59
D1192	2	1	7	0	0	0	0	0	1	0	2	0
D0720	64	2	608	0	4	59	0	153	14	37	57	85
D0770	104	4	608	1	8	41	0	57	13	21	21	200
D0179	18	0	147	1	4	12	0	5	1	13	10	30
D0895	16	0	95	0	5	15	0	3	3	1	4	20
D0972	22	0	181	1	1	25	0	13	5	3	11	55
D0117	215	2	1130	3	13	107	2	123	3	63	60	292
D1100	18	0	114	0	1	18	1	4	0	5	2	15
D1094	4	0	12	2	0	2	0	0	1	2	1	6
D0760	10	0	78	0	1	17	0	15	1	2	9	17
D0580	23	3	142	0	4	7	0	27	7	1	3	78
D0628	4	0	28	0	1	7	0	2	0	1	2	1
D0879	25	0	220	1	0	25	0	13	4	17	7	37
D0333	27	1	226	1	11	29	0	18	6	11	13	64
D0883	15	0	130	0	0	6	0	7	4	6	6	24
D0728	51	0	300	0	3	53	0	32	12	14	31	52
D0429	24	3	367	0	5	40	0	13	8	9	10	30
D0608	43	1	233	0	4	49	0	12	9	6	10	40
D0849	46	0	195	1	3	19	0	19	8	5	4	34
D1038	155	1	558	1	4	61	0	56	15	48	23	109
D1110	16	0	95	1	5	18	0	6	1	4	3	17
D1130	7	0	14	0	0	3	0	2	0	1	1	4
D0703	42	1	432	0	0	38	0	19	10	53	25	46
D0793	32	0	159	0	1	19	1	12	2	5	3	28
D0602	74	1	365	1	5	72	0	43	4	33	16	86
D0524	18	0	116	0	1	31	0	5	1	7	9	12
D0500	100	0	438	2	1	42	2	43	13	34	25	97
D0477	58	1	473	1	10	57	0	36	11	13	13	72
D0937	25	1	180	0	0	30	0	17	10	17	4	26
D0798	37	0	271	1	3	22	0	17	10	22	11	41
D0454	9	1	116	0	1	6	0	23	7	6	3	27
D0111	106	4	707	4	7	134	1	79	27	35	97	163
D0846	20	0	128	1	0	7	0	4	2	4	6	7
D0767	3	0	31	0	0	5	0	4	0	2	2	16
D1168	6	0	35	0	0	0	0	4	0	2	0	7
D0510	44	3	343	0	0	37	0	19	13	25	10	53
D0464	73	0	499	2	9	69	2	31	5	36	26	99
D1002	15	0	140	1	3	11	0	7	3	8	6	22
D1039	13	0	61	1	1	7	2	7	3	1	5	27
D0857	86	1	780	1	6	58	0	47	13	26	23	87
D1115	3	0	22	0	0	3	0	1	3	3	5	11
D0690	40	1	331	0	4	46	0	20	5	2	5	112
D1106	26	0	108	0	1	9	0	9	3	4	11	19
D0713	17	0	135	1	3	25	0	7	3	5	8	13
D0243	8	0	84	0	0	7	0	8	3	6	1	32
D0550	52	0	385	2	2	52	1	41	1	11	21	55
D0953	55	2	423	0	2	20	0	31	11	9	20	64
D1206	7	1	58	1	0	17	0	3	1	3	0	24
D0652	23	0	266	0	4	44	0	9	10	10	10	65
D1209	32	1	96	0	0	24	0	10	7	6	0	45
D1167	1	0	5	0	0	1	0	1	1	0	0	2
D1096	5	0	62	0	0	11	0	1	1	3	0	4
D0631	45	0	263	0	0	35	0	9	6	14	11	44
D1114	95	0	498	2	8	53	0	19	5	19	21	73
D0473	7	0	103	1	0	16	0	7	3	5	2	16
D0070	161	2	888	1	13	84	1	49	18	42	59	186
D1051	31	0	580	1	3	94	0	49	31	86	62	63
D1092	55	2	415	2	4	50	0	28	22	26	88	89
D0768	42	1	317	2	0	37	0	17	10	21	23	79
D0730	6	0	58	0	0	13	0	7	0	3	0	10
D0660	16	0	149	0	1	16	0	25	5	10	11	63
D0702	35	1	336	2	3	34	0	15	4	15	33	52
D1157	4	0	29	0	0	9	0	4	0	4	3	3
D0440	49	0	390	2	23	32	0	21	13	10	24	81
D0916	0	0	3	0	0	0	0	0	0	0	1	0
D0529	22	0	186	0	1	16	2	9	2	14	4	21
D0165	46	0	380	2	10	63	0	23	7	24	84	89
D0693	22	0	174	0	0	20	0	4	2	3	4	14
D0816	74	0	538	3	6	44	2	15	7	23	72	119
D0922	26	1	269	0	1	36	0	6	10	14	17	68
D0232	43	1	247	1	3	46	0	22	11	12	13	58
D0792	55	0	317	0	6	52	0	31	10	23	18	55
D0548	37	0	233	1	3	15	0	12	8	22	6	101
D0987	71	0	347	0	8	38	0	36	13	21	48	70
D0643	18	0	102	0	1	24	2	11	1	7	2	34
D0539	52	0	313	1	10	32	1	12	3	27	32	78
D0674	33	1	311	0	6	72	0	23	8	12	15	73
D0843	25	0	192	0	0	26	0	6	0	6	9	10
D0512	35	1	317	0	1	33	0	18	1	9	3	60
D0665	64	0	529	1	5	55	0	37	19	45	93	66
D0686	24	0	151	0	3	23	0	11	3	5	6	30
D0795	16	1	171	0	0	13	0	14	0	4	3	32
D1036	0	0	3	0	0	0	0	0	0	0	0	3
D0655	15	0	109	0	1	13	0	8	0	3	3	12
D0269	74	2	408	0	4	41	0	30	8	14	3	82
D1084	21	0	167	1	1	20	0	8	1	4	3	25
D0522	36	0	232	3	0	20	0	17	3	15	24	42
D0797	38	1	219	0	5	24	0	23	7	9	20	34
D0926	45	4	293	0	6	33	0	24	12	6	10	135
D0283	33	0	357	1	2	50	0	27	5	7	18	47
D0505	19	0	238	0	0	25	0	4	1	2	10	70
D0151	7	1	94	0	4	8	1	15	2	9	6	12
D0966	1	0	0	0	0	0	0	0	0	0	0	0
D1207	0	0	3	0	0	1	0	0	0	0	0	0
D0370	15	1	296	0	6	41	0	8	2	29	15	27
D0856	84	0	462	1	12	48	1	52	6	19	45	105
D0649	34	1	191	1	0	39	0	24	1	14	40	41
D0865	39	0	291	1	5	42	1	15	2	10	31	38
D0841	32	0	162	0	1	22	0	8	7	4	10	25
D0957	150	3	690	3	6	113	0	42	18	20	77	176
D0836	22	1	225	0	1	26	0	13	8	11	22	22
D0484	40	1	479	0	5	28	0	39	3	7	20	70
D1095	56	0	397	0	3	63	0	16	8	18	26	69
D0098	34	0	139	0	3	16	0	11	6	4	3	73
D0877	29	1	180	0	2	27	0	18	1	7	5	45
D1012	10	0	71	0	1	9	0	1	0	6	6	15
D1017	28	1	178	1	2	19	0	12	7	10	14	49
D1008	39	0	319	0	1	58	0	25	6	19	61	57
D0736	33	0	347	2	4	69	0	24	3	24	29	55
D0620	0	0	8	0	0	1	0	1	0	0	0	1
D0614	10	1	109	0	1	16	0	11	2	7	4	8
D1109	32	0	217	1	2	28	1	13	3	12	14	54
D0492	8	0	52	0	2	7	0	3	1	2	2	11
D1154	78	1	247	0	4	39	0	18	11	16	16	61
D0714	14	0	62	0	0	12	0	4	1	2	4	9
D0878	2	0	22	0	0	1	0	1	0	0	0	6
D0697	10	0	108	0	0	32	0	4	2	1	0	14
D1145	8	2	79	0	0	14	0	3	0	3	3	13
D0900	2	0	21	0	0	6	0	2	0	2	0	3
D0931	46	0	271	0	0	36	1	10	8	13	14	27
D0301	71	2	370	2	6	37	2	42	13	35	4	53
D1132	0	0	5	0	0	0	0	0	0	0	2	1
D0452	32	1	275	0	0	52	1	15	8	6	9	41
D0696	28	0	336	0	5	35	0	31	3	14	2	48
D0442	10	0	59	0	1	6	0	5	2	3	6	15
D0782	4	0	21	0	0	7	0	2	0	0	0	2
D0978	0	0	4	0	0	0	0	0	0	1	0	0
D0496	21	0	270	3	0	27	0	19	8	7	14	39
D1055	12	0	188	0	1	14	0	22	1	4	6	16
D1127	6	0	59	0	3	7	0	7	0	3	2	14
D1113	33	0	297	1	2	23	1	18	4	23	14	15
D0759	3	0	6	0	0	0	0	0	0	0	1	2
D0472	11	0	66	0	1	25	0	11	0	0	1	34
D1032	53	0	361	3	3	45	1	46	11	14	50	38
D0195	169	1	873	0	3	112	1	165	22	52	62	186
D1208	1	0	7	0	0	1	1	1	0	1	1	0
D0632	15	0	153	1	2	24	1	7	0	12	4	20
D0467	18	0	132	0	2	16	0	7	1	8	15	31
D0431	34	0	318	1	4	54	0	13	5	14	25	26
D0858	15	0	159	0	1	22	0	6	2	6	7	11
D0624	54	0	429	2	4	54	1	42	4	13	44	78
D0990	23	0	95	0	1	4	0	514	1	8	3	20
D0847	16	0	113	0	3	22	0	16	6	6	13	12
D0497	18	0	251	0	11	9	0	10	1	5	3	47
D1054	1	0	13	0	0	1	0	2	0	0	0	4
D1048	49	1	376	4	7	47	0	12	3	20	40	48
D1042	33	2	242	0	0	20	0	24	10	5	14	28
D0599	132	0	432	1	2	32	1	30	7	32	32	83
D0446	44	0	550	2	5	47	0	31	11	33	114	85
D1007	51	0	310	0	5	31	0	21	2	39	8	52
D0833	35	1	217	1	4	21	2	15	6	8	10	57
D1087	17	0	61	0	0	10	0	1	1	2	3	10
D0801	31	0	290	0	0	46	0	30	4	3	7	69
D0870	0	0	2	0	0	1	0	0	0	0	0	0
D0530	28	0	268	1	4	51	1	4	4	23	22	55
D0995	70	0	418	2	9	31	1	17	8	14	7	102
D0791	12	1	243	0	2	24	0	21	2	12	8	37
D1180	29	0	171	2	5	26	0	18	2	6	9	39
D0672	83	1	352	1	6	61	0	46	9	31	24	132
D0850	25	0	151	0	3	11	0	13	3	7	10	39
D0766	57	1	350	0	1	50	1	25	9	14	13	70
D0985	83	1	381	0	5	68	0	10	9	15	3	88
D0090	2	0	22	0	1	2	0	0	0	1	1	3
D0993	20	0	267	0	1	15	0	16	6	19	10	36
D0695	58	0	254	1	4	64	1	17	8	9	3	83
D1125	64	0	339	3	2	44	0	34	3	11	10	74
D1085	12	0	81	0	1	16	0	0	6	6	2	21
D0641	55	1	305	4	3	47	0	8	10	21	29	71
D1126	23	0	211	3	2	14	1	24	1	4	26	32
D1155	4	0	38	0	1	9	0	3	3	2	2	4
D0844	70	3	510	1	8	47	0	43	15	25	20	159
D1073	36	2	195	0	1	24	0	22	6	10	6	48
D0517	45	0	173	0	0	20	0	13	1	2	3	39
D1089	7	0	78	0	1	7	0	9	1	2	9	18
D0511	60	0	428	3	4	43	1	29	10	12	25	51
D0893	12	0	139	0	0	22	0	8	6	9	2	8
D0871	59	1	660	2	3	86	2	35	16	29	43	109
D0332	18	0	93	0	2	5	0	8	0	10	5	9
D0466	64	0	373	3	4	55	0	19	9	35	26	70
D0040	33	0	360	2	0	45	0	16	3	13	24	53
D0587	40	3	232	0	4	39	0	28	16	3	4	51
D0303	86	2	524	1	10	76	0	43	10	38	11	80
D0882	83	0	631	4	12	40	0	57	11	23	52	126
D1135	0	0	0	0	0	0	0	0	0	0	0	0
D0829	33	2	237	5	1	24	1	29	15	17	11	57
D0969	7	0	48	0	0	3	0	2	2	2	2	15
D1062	31	0	219	2	0	25	1	17	0	11	27	35
D0659	9	0	104	0	2	13	0	6	1	5	6	15
D0890	57	0	531	1	6	82	0	57	6	15	37	111
D0626	23	0	172	1	3	27	0	20	2	8	5	28
D0986	18	0	69	0	0	10	1	4	2	1	13	14
D0541	95	0	385	0	6	55	0	35	3	5	7	104
D0744	55	1	661	1	5	85	1	79	14	28	26	131
D1037	34	1	211	1	0	30	0	14	4	17	7	20
D0716	21	0	93	0	0	22	4	7	2	2	2	27
D1061	5	0	27	0	0	1	0	3	0	1	0	15
D0979	25	1	248	0	1	35	1	32	12	12	11	52
D1169	1	0	11	0	0	1	0	0	0	1	0	3
D0562	20	0	133	0	0	17	0	6	0	7	5	14
D1177	32	1	175	0	1	21	0	14	6	5	24	40
D0807	71	0	281	1	1	63	0	16	7	9	13	91
D0447	1	0	6	0	0	0	0	0	1	0	1	0
D1043	3	0	41	1	0	2	1	9	2	2	3	4
D0506	85	0	444	1	2	61	0	29	2	26	53	81
D0161	18	0	179	0	5	19	0	7	3	10	23	21
D0462	20	0	101	0	2	15	0	13	7	4	12	16
D0724	43	0	274	0	4	25	1	18	7	26	4	75
D0737	15	0	177	2	2	45	0	2	7	18	16	23
D0141	18	0	170	0	1	22	0	10	2	4	6	40
D0738	43	2	330	1	1	39	0	22	6	20	8	55
D0873	3	0	57	0	1	8	0	5	0	3	5	6
D0954	14	0	111	1	0	11	0	13	3	4	6	14
D0828	33	0	295	0	2	34	0	17	12	13	41	52
D0750	18	0	188	1	2	22	0	21	1	4	7	21
D0441	4	0	33	1	0	4	0	0	0	1	3	5
D0756	2	0	15	0	0	3	0	2	0	0	2	4
D0997	34	0	266	0	1	59	3	28	3	17	7	66
D0664	25	0	248	0	1	40	0	36	6	7	5	101
D0491	29	0	286	1	3	37	1	30	7	16	41	107
D1156	71	0	331	2	6	32	1	36	9	26	12	71
D0558	82	3	526	7	16	74	4	39	19	30	23	169
D0556	60	1	436	2	9	56	0	36	7	17	19	76
D1078	10	0	197	0	4	12	0	20	1	10	6	31
D0780	17	1	308	0	2	32	1	10	5	4	13	20
D0638	33	0	289	1	0	19	1	9	8	8	11	42
D1029	1	0	9	0	0	2	0	0	0	1	0	4
D0722	56	0	259	0	2	32	1	18	10	15	57	89
