user_id	Labeling and mislabeling	Catastrophizing	Dichotomous Reasoning	Emotional Reasoning	Disqualifying the Positive	Magnification and Minimization	Mental Filtering	Mindreading	Fortune-telling	Overgeneralizing	Personalizing	Should statements
D0784	7	0	77	1	0	6	0	7	2	4	5	9
D0861	56	0	195	1	1	32	0	10	4	10	12	34
D0970	25	0	120	0	2	13	0	6	2	7	4	15
D0848	78	1	520	11	6	30	2	31	12	23	35	181
D0867	31	1	333	0	1	56	1	12	3	14	38	24
D0625	9	0	116	0	0	20	0	22	1	6	1	11
D0444	7	0	23	2	0	4	0	4	1	2	0	4
D0897	23	0	170	0	0	25	0	15	4	15	12	27
D1200	22	0	175	1	2	17	1	5	5	18	6	25
D0921	28	0	132	0	2	21	0	12	3	5	2	27
D0591	95	0	423	2	9	43	0	41	16	25	12	99
D0596	42	0	400	1	5	54	0	25	4	16	7	81
D0719	19	0	170	0	8	31	0	1	2	6	2	18
D1161	108	2	437	3	12	32	1	44	6	39	23	117
D0569	15	0	119	0	0	6	0	2	0	3	19	8
D1134	28	1	310	0	2	37	0	28	5	15	6	52
D0774	7	0	93	1	0	10	0	4	1	3	4	15
D1000	1	0	13	0	1	1	0	2	0	0	1	6
D1057	39	1	147	3	2	7	0	10	3	15	23	41
D1010	33	0	213	0	1	22	0	22	8	7	6	32
D1035	25	0	91	0	2	9	1	5	6	8	10	20
D0593	95	0	696	0	3	66	2	67	7	26	2	64
D0264	92	2	407	1	3	66	0	21	10	16	25	86
D0203	4	0	16	0	2	1	0	5	1	1	3	12
D0393	32	0	127	0	1	19	0	12	2	6	6	29
D0406	0	0	0	0	0	0	0	0	0	0	0	0
D0363	6	0	52	0	0	2	0	3	2	2	2	5
D0080	78	2	564	4	8	51	0	37	30	20	123	146
D0244	65	0	391	0	4	24	1	32	5	19	31	91
D0186	3	0	43	0	3	3	0	2	1	3	2	6
D0334	9	0	19	0	0	2	0	2	0	2	1	7
D0067	46	0	329	1	6	45	1	17	5	25	46	58
D0318	85	1	540	3	6	34	2	48	19	26	85	206
D0424	1	0	9	0	0	0	0	1	0	1	1	0
D0089	15	0	90	0	0	15	1	11	1	1	1	18
D0077	98	0	526	6	7	53	0	27	5	40	98	112
D0004	19	0	164	0	0	14	0	21	5	9	7	31
D0030	64	1	360	0	6	50	0	22	9	26	6	74
D0355	62	1	462	3	1	49	0	13	4	21	13	71
D0230	67	1	578	3	6	49	0	94	11	16	6	113
D0127	123	5	430	0	2	42	3	58	14	29	46	132
D0242	58	1	306	3	3	45	0	17	7	32	26	86
D0028	26	0	142	0	0	4	0	16	1	5	1	45
D0062	77	0	610	3	6	76	0	24	8	17	26	135
D0224	120	1	543	2	10	52	0	34	11	31	38	100
D0137	30	0	98	0	2	15	0	8	1	4	9	30
D0420	0	0	4	0	0	0	0	0	0	0	0	0
D0108	29	0	188	0	2	14	0	39	3	10	7	39
D0249	97	0	375	2	8	33	0	25	7	10	11	104
D0026	145	0	847	0	20	53	2	176	18	35	54	240
D0331	8	0	62	0	0	12	0	8	2	5	6	13
D0086	43	1	249	0	8	38	1	29	2	7	12	38
D0119	8	0	42	0	0	4	0	1	2	4	1	12
D0052	1	0	13	0	0	0	0	0	0	1	1	2
D0064	58	1	350	0	1	59	0	13	7	8	3	112
D0167	17	0	102	0	0	14	0	3	1	7	2	21
D0061	133	1	801	0	18	70	1	49	7	35	58	252
D0056	89	1	447	1	2	56	1	24	14	29	34	99
D0347	43	1	181	0	3	14	1	24	13	13	4	48
D0351	5	1	71	0	0	18	0	7	4	5	12	13
D0123	16	1	219	0	2	38	1	10	2	7	3	18
D0368	46	0	369	3	9	40	2	37	6	16	9	51
D0317	21	0	136	0	0	15	0	12	3	10	9	26
D0291	39	3	656	1	0	54	0	58	8	32	31	101
D0324	34	1	261	2	2	25	0	31	6	15	7	43
D0373	36	1	210	1	3	25	0	18	3	16	9	38
D0214	43	0	281	0	5	21	0	21	5	10	15	79
D0002	45	1	326	2	6	39	1	15	22	15	37	70
D0432	1	0	2	0	0	0	0	1	0	0	2	0
D0336	81	0	349	0	4	39	1	21	10	8	11	89
D0225	66	0	297	0	4	43	0	15	2	19	26	65
D0374	19	0	203	0	2	20	1	14	7	12	8	39
D0188	1	0	11	0	0	0	0	3	0	0	1	2
D0143	37	0	403	1	1	65	0	26	6	11	20	45
D0416	104	0	44	0	2	104	0	59	3	4	1	120
D0361	28	1	198	1	8	26	1	12	4	11	0	50
D0298	74	0	468	2	6	55	0	66	8	19	41	107
D0430	61	0	375	7	3	45	1	26	7	25	41	65
D0039	16	1	211	1	8	44	0	11	0	11	8	25
D0173	8	0	45	0	3	9	0	0	0	2	2	8
D0091	97	0	349	1	5	39	0	20	5	20	17	78
D0222	64	0	495	0	5	39	1	50	25	19	44	71
D0008	22	0	170	0	5	21	0	17	6	11	13	45
D0036	58	0	302	6	14	31	0	15	10	24	123	82
D0126	49	0	197	0	2	31	0	19	4	9	9	66
D0281	15	0	108	0	0	24	0	3	1	10	4	14
D0287	12	0	75	0	0	10	0	1	0	1	4	11
D0405	0	0	2	0	0	0	0	0	0	0	1	1
D0288	64	1	326	2	2	30	0	41	7	12	22	61
D0190	49	0	187	2	1	22	0	23	3	22	14	25
D0079	3	0	39	2	0	7	0	3	0	6	6	6
D0217	132	1	621	1	13	86	2	51	13	44	75	132
D0166	87	0	390	7	10	40	2	16	13	38	50	127
D0154	70	2	408	0	5	57	1	26	9	7	6	77
D0043	37	1	213	2	2	20	1	7	5	16	6	50
D0426	0	0	2	0	0	1	0	0	0	0	0	0
D0227	43	0	251	0	1	21	1	18	10	9	3	56
D0297	55	0	334	1	11	46	1	27	18	28	9	133
D0296	128	2	825	1	16	55	3	178	17	38	22	200
D0257	39	0	295	2	4	25	0	10	4	14	14	39
D0022	57	3	365	0	3	28	1	36	7	25	19	55
D0384	15	0	70	0	1	13	0	7	1	7	14	19
D0423	0	0	6	0	0	1	0	0	0	1	1	1
D0042	66	0	328	1	3	39	0	15	3	12	31	74
D0193	15	1	147	0	0	29	0	19	3	4	3	38
D0346	15	0	152	0	2	21	0	5	5	6	11	28
D0226	9	0	42	0	2	8	0	7	3	3	1	9
D0397	9	0	70	2	0	8	1	1	3	11	0	9
D0097	55	0	418	0	0	55	0	24	10	17	6	63
D0063	42	0	231	0	1	10	0	23	8	17	36	31
D0279	82	1	316	0	9	26	2	88	7	16	8	101
D0015	53	1	181	0	6	31	2	16	9	8	12	70
D0234	61	0	247	1	4	35	0	23	1	12	10	76
D0319	9	0	46	0	0	9	0	5	0	2	1	12
D0168	48	1	213	0	1	28	1	7	3	12	11	55
D0149	21	0	189	0	1	46	0	16	10	10	8	23
D0057	22	1	218	0	2	25	1	17	2	8	9	31
D0421	0	0	0	0	0	1	0	0	0	0	1	0
D0389	37	0	288	2	0	34	1	20	15	17	17	78
D0247	88	1	343	1	4	50	2	24	10	26	55	125
D0176	13	0	152	1	1	22	0	9	3	14	17	15
D0037	31	1	368	1	4	53	1	20	7	26	17	30
D0275	40	0	215	1	1	16	0	17	9	12	11	35
D0381	77	0	608	5	6	64	1	31	8	44	65	94
D0130	19	0	130	1	1	10	1	17	8	4	2	14
D0433	4	0	31	0	0	4	0	5	1	5	1	8
D0038	21	0	257	0	0	12	0	4	3	21	8	31
D0311	35	0	162	0	0	28	0	9	1	7	10	38
D0266	16	0	153	1	1	19	0	13	5	7	8	23
D0031	4	0	20	0	3	4	0	2	0	0	1	4
D0307	26	1	157	2	0	15	0	12	3	13	14	45
D0140	64	1	551	32	5	65	1	13	8	79	163	77
D0046	24	0	359	1	2	39	1	17	4	17	8	20
D0228	102	5	662	5	5	52	1	37	12	38	93	186
D0041	46	1	357	1	5	50	1	36	6	21	32	57
D0354	10	2	77	1	1	10	1	3	5	1	12	19
D0326	49	1	302	3	3	33	0	33	4	13	39	30
D0157	18	1	118	0	0	19	1	4	2	4	10	9
D0150	107	2	841	1	2	32	2	138	26	57	42	189
D0403	11	1	38	0	0	9	0	0	0	3	3	8
D0390	3	0	21	0	0	3	0	1	3	2	1	7
D0300	10	1	60	0	1	9	1	2	2	4	5	8
D0198	37	0	318	1	3	38	0	27	6	11	8	44
D0144	31	0	378	3	2	39	0	26	9	18	36	63
D0211	58	0	333	3	3	35	0	16	10	32	32	50
D0372	105	0	38	0	0	20	0	4	1	0	1	9
D0380	1	0	8	0	0	3	0	1	1	0	0	2
D0184	3	0	30	0	0	2	0	1	1	0	2	2
D0017	0	0	1	0	0	1	0	0	0	0	0	1
D0005	42	0	210	0	3	27	0	25	11	13	9	29
D0055	40	0	404	0	8	61	2	30	7	17	18	59
D0065	19	0	88	0	1	12	0	6	0	11	3	23
D0058	72	1	239	0	3	23	0	29	8	22	17	57
D0402	0	0	4	0	0	0	0	1	1	0	1	1
D0241	22	0	175	0	1	31	1	16	3	5	10	23
D0398	58	4	447	1	1	50	0	38	11	24	21	62
D0223	23	0	73	0	1	12	0	6	4	10	12	25
D0100	52	1	315	1	1	34	1	16	14	15	35	39
D0409	2	0	7	0	0	2	0	4	0	0	0	0
D0285	74	1	575	1	7	47	2	45	19	39	54	98
D0366	19	0	28	0	0	7	0	3	0	2	1	9
D0175	4	0	98	0	0	12	0	3	0	10	1	9
D0155	26	1	200	0	1	31	0	15	3	10	6	43
D0136	23	0	212	0	3	13	0	12	4	19	18	28
D0001	53	0	352	0	7	47	0	27	5	9	5	88
D0134	103	5	639	2	8	146	1	40	16	20	35	123
D0353	16	1	139	0	5	13	0	21	8	10	24	35
D0272	70	2	414	1	9	64	0	74	16	10	24	113
D0182	42	1	151	6	3	7	0	8	1	5	9	31
D0325	42	1	404	0	3	94	2	20	10	26	43	92
D0183	4	0	73	0	0	2	0	1	2	3	1	8
D0391	48	2	352	2	1	55	2	9	20	57	97	82
D0362	25	0	268	1	2	40	0	16	5	17	6	35
D0133	14	0	121	0	2	27	0	7	2	4	4	25
D0049	33	0	176	1	3	17	0	6	5	20	14	45
D0051	54	0	263	0	0	43	0	22	5	10	9	45
D0160	39	0	169	2	0	9	0	6	4	13	5	41
D0422	0	0	1	0	0	0	0	0	1	0	0	1
D0320	20	0	97	0	0	24	1	8	0	9	15	13
D0201	126	1	596	3	10	65	3	38	15	37	83	96
D0159	28	2	256	1	3	43	1	17	11	11	7	31
D0330	29	0	152	0	4	14	1	15	4	7	6	37
D0382	104	2	440	0	16	33	4	71	21	13	47	94
D0358	25	0	138	1	0	12	0	4	0	10	5	32
D0085	7	0	119	1	0	11	0	7	0	8	1	13
D0059	18	0	105	0	1	15	0	5	3	6	4	31
D0177	30	0	194	1	6	28	0	11	2	27	20	29
D0348	41	2	212	1	2	12	0	5	10	14	9	58
D0315	2	0	9	0	0	1	0	0	0	0	0	3
D0011	31	0	124	0	0	20	2	3	2	7	6	36
D0050	47	1	169	0	5	11	0	17	4	4	10	32
D0312	37	1	270	0	6	24	0	40	9	18	8	53
D0341	192	5	533	0	5	75	2	33	12	29	10	157
D0092	35	1	423	0	1	40	2	23	5	25	6	44
D0376	6	0	34	0	0	6	0	1	0	1	3	12
D0408	16	0	78	0	6	15	0	11	2	2	3	24
D0145	119	4	303	0	4	30	0	27	18	23	8	126
D0178	128	1	483	1	11	101	0	53	3	22	11	95
D0084	30	0	259	0	2	44	1	13	4	8	9	50
D0003	132	2	451	0	9	52	0	43	21	22	28	174
D0009	66	0	418	5	5	68	0	48	13	14	40	120
D0120	49	0	257	0	3	40	0	22	7	15	29	63
D0337	0	0	1	0	0	0	0	0	0	0	0	0
D0305	4	0	39	0	2	4	0	3	0	0	4	7
D0282	17	0	101	2	0	5	0	10	5	4	5	30
D0194	136	0	445	1	9	20	0	84	18	13	62	135
D0246	10	0	114	0	0	26	0	6	4	6	1	9
D0417	4	0	37	0	0	7	0	9	2	0	3	14
D0292	27	0	153	0	0	25	0	21	1	4	4	58
D0299	4	0	5	0	0	0	0	0	0	0	0	3
D0302	32	0	279	1	4	31	0	29	15	12	14	69
D0010	57	2	438	1	3	56	0	50	14	28	26	56
D0112	71	1	467	0	7	60	1	25	4	22	8	117
D0048	25	0	267	0	2	34	1	19	12	11	18	58
D0075	9	0	84	0	0	12	0	2	2	3	5	13
D0277	50	0	380	1	8	58	1	25	8	30	53	115
D0071	110	0	433	0	7	31	0	17	16	9	4	83
D0172	13	0	136	1	1	17	0	6	4	6	10	27
D0278	21	0	174	0	1	15	1	8	1	6	7	26
D0113	83	1	396	0	11	60	1	41	13	12	9	75
D0310	45	5	374	0	6	36	1	52	28	23	16	83
D0261	25	1	284	3	0	39	1	20	6	31	26	52
D0135	27	0	273	0	4	36	0	24	5	8	2	109
D0083	22	2	164	0	2	22	0	16	3	5	6	68
D0400	0	0	1	0	0	1	0	0	0	0	0	0
D0410	14	0	94	0	2	18	0	9	3	8	35	9
D0047	60	2	322	0	2	48	0	27	13	12	6	56
D0207	103	0	497	0	5	53	1	55	5	19	57	103
D0309	7	0	61	3	4	4	1	6	1	11	11	28
D0142	15	1	102	0	1	9	0	6	3	3	3	20
D0073	39	0	296	3	3	21	1	29	4	9	23	26
D0364	0	0	5	0	0	0	0	1	0	0	0	2
D0215	100	2	368	0	6	35	0	76	7	19	14	99
D0044	56	0	280	0	2	50	0	26	13	8	36	70
D0262	48	1	308	0	5	49	0	29	8	19	31	61
D0210	85	1	434	2	4	30	2	54	9	35	55	98
D0343	4	0	46	0	0	4	0	2	1	1	1	6
D0344	3	0	28	0	0	11	0	4	1	0	0	2
D0254	39	0	443	2	3	58	1	49	13	20	29	73
D0327	9	0	115	0	2	8	2	9	2	3	2	9
D0169	10	1	65	0	1	9	0	3	2	3	2	18
D0413	2	0	8	0	0	1	0	1	0	1	1	5
D0263	42	0	397	1	4	45	0	31	4	20	16	63
D0276	32	0	241	0	5	23	1	21	3	9	15	48
D0014	18	0	266	0	0	46	2	41	2	13	26	29
D0202	39	0	549	5	10	83	0	12	9	24	23	82
D0365	55	1	541	0	3	71	0	43	18	29	24	93
D0286	23	0	193	1	0	18	0	12	3	13	29	30
D0304	20	0	87	0	2	13	0	13	0	5	6	32
D0360	14	0	69	0	4	15	0	8	4	6	0	15
D0321	24	0	75	0	3	4	0	35	5	3	0	30
D0273	145	0	629	0	1	289	0	58	8	36	20	95
D0199	42	0	273	1	3	12	1	34	6	11	13	31
D0233	36	0	329	0	2	31	1	18	7	23	37	61
D0339	12	0	63	1	0	5	1	2	3	1	5	9
D0280	39	0	287	2	13	15	0	18	5	15	36	58
D0029	43	1	434	2	4	62	0	34	5	17	32	53
D0290	62	0	416	5	1	43	1	16	12	16	36	62
D0293	83	1	568	1	11	32	1	49	16	14	17	165
D0338	19	0	238	0	0	12	2	7	2	19	4	31
D0069	100	2	541	0	6	35	1	53	10	35	8	222
D0236	47	1	413	1	6	55	1	20	7	12	45	79
D0152	46	1	259	1	2	28	0	19	6	19	44	71
D0078	146	1	473	0	4	66	1	57	17	27	15	150
D0102	16	0	99	2	3	14	0	11	4	12	11	23
D0335	20	0	116	0	0	25	0	12	4	1	4	26
D0105	44	0	245	0	0	35	0	20	3	18	10	37
D0322	11	3	111	1	2	12	0	11	5	11	9	25
D0425	21	0	101	2	1	9	0	8	1	9	11	22
D0033	89	1	438	2	8	31	0	31	20	16	35	107
D0158	46	2	338	7	1	23	2	28	17	40	41	50
D0209	78	2	439	1	1	33	0	47	11	21	29	77
D0027	54	1	223	1	3	24	0	16	13	19	21	24
D0239	90	1	414	2	3	62	0	43	11	18	18	57
D0237	50	0	274	0	2	32	0	30	8	15	8	42
D0116	3	0	12	0	0	1	0	1	0	1	0	2
D0189	29	0	120	1	0	9	0	3	1	9	6	17
D0357	79	0	361	0	5	24	0	76	13	17	5	270
D0255	141	4	624	5	22	43	1	48	24	43	65	143
D0271	7	0	91	0	1	17	0	3	0	1	3	7
D0148	78	1	630	1	3	38	2	46	9	46	64	108
D0107	51	0	165	0	6	17	0	17	6	8	8	97
D0007	13	0	93	0	0	10	0	4	2	7	11	4
D0053	97	0	597	3	3	52	0	14	17	59	47	73
D0414	4	1	31	0	0	4	0	3	0	2	1	3
D0251	23	2	204	0	2	36	0	19	3	7	8	49
D0401	57	0	284	1	3	35	0	11	9	19	4	67
D0235	69	0	272	1	2	38	2	14	10	42	36	39
D0268	23	0	103	1	1	14	0	8	3	5	16	29
D0395	22	0	199	0	6	44	0	16	13	13	12	38
D0163	46	0	248	3	7	30	0	8	6	19	17	48
D0072	74	2	343	0	2	33	0	49	13	16	16	77
D0020	60	0	435	1	12	51	0	25	7	30	9	55
D0323	11	0	103	0	2	13	0	12	2	5	9	11
D0206	18	0	88	1	1	9	0	10	6	7	1	21
D0267	26	1	297	0	4	52	3	19	6	7	37	33
D0095	68	1	554	3	3	52	0	34	11	18	11	103
D0094	64	1	382	1	2	52	1	35	8	26	15	78
D0208	17	0	165	0	2	23	1	18	7	5	6	43
D0250	0	0	5	0	0	0	0	1	0	0	0	2
D0045	52	1	344	0	2	43	0	28	3	13	7	62
D0012	88	0	388	3	3	56	1	15	17	28	53	78
D0054	34	0	237	0	2	37	2	10	9	6	9	35
D0087	15	0	129	0	6	17	0	19	3	5	5	24
D0138	27	1	288	1	1	46	0	22	11	17	26	23
D0181	32	0	286	2	3	32	1	33	6	5	14	49
D0122	71	1	488	1	3	97	0	43	11	14	16	82
D0371	16	0	40	0	2	8	0	7	0	2	1	16
D0021	35	0	377	1	13	53	0	21	5	18	21	58
D0153	23	1	159	1	2	21	1	4	1	11	15	61
D0128	40	0	236	0	6	35	0	13	5	9	4	41
D0129	71	1	255	0	3	43	0	32	1	8	5	50
D0274	15	0	304	0	2	67	1	24	7	10	8	55
D0350	7	0	37	1	0	4	0	5	1	1	0	9
D0387	30	0	209	0	3	19	0	14	2	26	5	41
D0383	1	0	8	0	0	0	0	0	0	3	1	1
D0340	45	0	203	0	2	19	1	22	11	7	15	85
D0156	33	0	271	1	8	33	0	28	5	13	32	40
D0294	153	2	675	3	20	67	3	56	15	44	127	178
D0411	0	0	18	0	0	4	0	3	0	1	1	1
D0171	9	0	117	0	0	49	1	22	1	10	3	43
D0192	38	0	274	0	3	28	0	8	9	9	17	39
D0253	48	1	322	1	5	49	1	27	5	15	10	88
D0377	9	1	57	0	0	14	1	4	6	6	2	11
D0018	24	0	226	3	1	15	1	11	6	10	17	21
D0258	4	0	69	0	0	5	0	1	3	1	2	15
D0081	37	0	231	2	0	49	0	14	1	13	15	34
D0256	9	0	41	0	0	8	0	2	1	1	0	9
D0219	1	0	7	0	0	0	0	0	1	0	1	3
D0076	19	1	351	0	1	36	2	14	8	20	27	58
D0259	19	0	116	0	0	12	0	10	0	9	9	23
D0104	43	0	428	0	2	69	0	24	7	19	26	111
D0197	31	1	136	0	1	18	0	27	2	4	5	22
D0006	73	0	271	1	2	18	1	40	5	3	32	69
D0329	5	0	69	0	0	10	0	4	1	0	4	13
D0394	15	0	106	0	2	18	0	10	7	9	16	20
D0074	48	1	526	0	1	100	2	37	5	10	13	89
D0118	2	0	17	0	0	3	0	0	0	0	0	1
D0082	60	0	298	0	5	23	2	10	3	21	28	28
D0164	43	1	176	0	2	19	1	11	8	16	8	32
D0308	1	0	8	0	0	2	0	1	0	1	2	2
D0204	14	0	93	0	5	12	0	5	1	5	9	21
D0412	32	1	192	0	0	34	0	9	6	6	35	46
D0032	23	0	160	0	1	12	1	2	6	11	18	19
D0213	18	0	89	0	1	7	0	3	2	2	9	7
D0427	23	0	163	1	1	24	0	13	6	10	14	61
D0359	92	0	391	1	5	42	1	27	7	13	27	49
D0013	30	1	275	1	5	53	0	16	8	10	13	37
D0295	16	0	140	0	1	38	0	12	3	6	5	18
D0375	45	2	347	0	3	19	1	32	7	10	7	105
D0415	2	0	14	0	0	4	0	1	0	0	0	2
D0099	18	0	131	1	1	27	0	4	2	1	1	54
D0088	6	0	53	0	0	9	0	2	0	4	5	6
D0068	33	1	392	1	3	39	0	25	3	18	13	62
D0270	11	1	140	1	0	14	0	10	0	2	5	32
D0035	38	0	417	1	0	50	0	32	9	12	19	77
D0314	19	0	304	0	8	24	1	21	5	9	11	32
D0385	4	0	19	0	1	5	0	1	0	1	1	6
D0419	24	0	111	0	2	11	0	7	4	7	11	18
D0096	69	0	314	1	5	66	1	9	2	14	9	87
D0200	64	0	331	1	7	40	0	18	8	16	8	89
D0435	30	0	110	0	0	11	0	9	0	10	2	33
D0101	84	3	353	1	6	28	1	33	18	12	13	133
D0132	23	0	157	0	0	23	1	11	2	3	5	18
D0147	20	0	249	1	1	53	0	17	12	10	20	28
D0356	2	0	11	0	2	2	0	0	0	1	0	5
D0034	53	0	430	5	3	92	0	10	9	20	3	45
D0306	42	0	185	1	0	10	0	16	6	21	12	49
D0103	3	0	50	0	0	6	1	5	0	2	4	7
D0212	1	0	30	0	0	5	0	2	0	0	0	3
D0252	8	1	150	0	2	22	0	12	2	4	20	12
D0174	17	0	83	1	2	12	0	7	0	1	14	15
D0313	41	0	248	0	1	33	1	19	5	16	4	53
D0170	108	0	505	1	13	61	0	133	25	53	31	117
D0404	5	1	76	0	0	9	0	4	1	2	9	16
D0146	8	0	66	0	0	8	1	0	3	0	2	1
D0386	0	0	2	0	0	0	0	0	0	0	0	1
D0114	74	2	382	0	8	41	0	32	7	17	13	58
D0205	229	0	960	5	17	119	0	50	19	82	150	201
D0349	32	0	283	1	2	51	0	17	9	14	29	59
D0345	1	0	5	0	0	0	0	0	0	0	0	1
D0378	85	2	603	0	6	26	0	51	27	19	50	191
D0260	27	0	84	1	0	16	0	8	3	4	6	21
D0289	33	0	241	1	1	42	1	15	5	14	0	45
D0024	78	1	268	1	7	42	0	21	13	9	18	75
D0229	42	2	249	0	5	33	0	26	5	5	26	72
D0060	55	0	239	0	3	31	0	35	6	4	15	69
D0121	47	1	296	1	5	48	0	22	1	12	8	43
D0187	14	0	159	0	1	19	1	6	1	14	8	23
D0025	50	4	253	1	1	42	1	18	7	8	9	49
D0093	62	1	337	0	2	29	0	20	10	28	22	77
D0115	6	0	92	0	0	2	0	0	3	7	14	3
D0125	11	0	87	0	1	4	0	12	1	6	7	5
D0185	51	1	179	0	4	40	0	18	9	24	16	30
D0196	44	1	216	0	2	22	0	7	11	6	53	50
D0220	71	0	296	1	3	35	0	36	14	9	9	112
D0245	4	0	89	0	0	13	0	4	2	6	3	12
D0248	98	3	670	0	3	59	1	61	11	32	39	97
D0265	38	0	248	0	4	27	0	8	4	12	13	65
D0379	28	1	121	0	1	15	0	10	0	6	1	22
D0392	9	0	102	1	0	17	0	5	0	4	5	23
D0396	40	1	177	0	1	35	0	13	7	6	7	32
D0399	24	0	183	0	1	27	0	12	4	9	11	29
D0407	36	1	201	2	4	21	1	17	8	13	14	32
D0418	29	0	295	0	1	36	0	34	6	13	1	31
